frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,source_memory_loss,source_memory_valid_entries,source_memory_mean_pos_sim,source_memory_mean_neg_sim,source_memory_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
5565,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05566.jpg,0.980997,1,1,1,1,1,1,1,1.957327,0.980997,0.976330,79,0.984959,0.984959,0.001081,1.005059,4,32,1,1,1,4,5.489940,5.491666,0,0,0,0.000000,0,,,,0.034532,4,0.965468,0.326255,0.639213,14.481,0.974050,13.877,437.631,485.570
5566,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05567.jpg,0.980387,1,1,1,1,1,1,1,1.952636,0.980387,0.972249,80,0.982267,0.982267,0.001682,1.002709,4,32,1,1,1,4,5.507030,5.508848,0,0,0,0.000000,0,,,,0.036342,4,0.963658,0.324652,0.639007,13.855,0.972810,15.003,758.750,804.586
5567,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05568.jpg,0.980371,1,1,1,1,1,1,1,1.980322,0.980371,0.999951,81,0.999966,0.999966,0.000003,1.000002,4,32,1,1,1,4,5.993803,5.995437,0,0,0,0.000000,0,,,,0.032686,4,0.967314,0.328839,0.638476,15.000,0.972080,14.488,358.274,405.141
5568,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05569.jpg,0.974216,1,1,1,1,1,1,1,1.942528,0.974216,0.968312,82,0.982488,0.982488,0.000878,1.015122,4,32,1,1,1,4,5.367863,5.369596,0,0,0,0.000000,0,,,,0.034680,4,0.965320,0.328835,0.636485,15.082,0.965499,14.515,528.831,575.970
5569,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05570.jpg,0.980560,1,1,1,1,1,1,1,1.960132,0.980560,0.979572,83,0.988562,0.988562,0.000748,1.008060,4,32,1,1,1,4,5.667066,5.668787,0,0,0,0.000000,0,,,,0.034436,4,0.965564,0.329140,0.636424,14.587,0.973244,14.681,723.816,769.921
5570,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05571.jpg,0.983627,1,1,1,1,1,1,1,1.968140,0.983627,0.984512,84,0.991407,0.991407,0.000333,1.007950,4,32,1,1,1,4,5.471413,5.473353,0,0,0,0.000000,0,,,,0.038801,4,0.961199,0.304324,0.656875,13.489,0.976362,14.664,514.864,560.376
5571,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05572.jpg,0.978524,1,1,1,1,1,1,1,1.962826,0.978524,0.984301,85,0.989677,0.989677,0.000410,1.005087,4,32,1,1,1,4,5.757219,5.759202,0,0,0,0.000000,0,,,,0.039655,4,0.960345,0.300030,0.660315,14.587,0.968831,15.131,506.065,554.281
5572,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05573.jpg,0.978519,1,1,1,1,1,1,1,1.978455,0.978519,0.999937,86,0.999964,0.999964,0.000002,1.000029,4,32,1,1,1,4,5.844697,5.846666,0,0,0,0.000000,0,,,,0.039387,4,0.960613,0.299794,0.660819,14.320,0.968018,18.038,408.996,460.219
5573,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05574.jpg,0.977451,1,1,1,1,1,1,1,1.831771,0.977451,0.854320,87,0.922453,0.922453,0.006342,1.065296,4,32,1,1,1,4,6.311793,6.313745,0,0,0,0.000000,0,,,,0.039035,4,0.960965,0.306036,0.654929,15.028,0.966818,14.392,506.976,553.199
5574,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05575.jpg,0.977300,1,1,1,1,1,1,1,1.938776,0.977300,0.961476,88,0.976777,0.976777,0.000914,1.016721,4,32,1,1,1,4,6.380795,6.382785,0,0,0,0.000000,0,,,,0.039805,4,0.960195,0.307699,0.652496,13.877,0.965251,14.005,888.414,935.238
5575,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05576.jpg,0.974079,1,1,1,1,1,1,1,1.922925,0.974079,0.948845,89,0.973320,0.973320,0.001995,1.022982,4,32,1,1,1,4,7.397790,7.399698,0,0,0,0.000000,0,,,,0.038157,4,0.961843,0.309006,0.652837,15.722,0.959281,13.800,595.676,641.792
5576,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05577.jpg,0.966006,1,1,1,1,1,1,1,1.827883,0.966006,0.861877,90,0.925552,0.925552,0.006474,1.056470,4,32,1,1,1,4,8.209657,8.211500,0,0,0,0.000000,0,,,,0.036861,4,0.963139,0.325262,0.637877,13.530,0.945292,15.630,611.665,657.032
5577,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05578.jpg,0.979109,1,1,1,1,1,1,1,1.931114,0.979109,0.952005,91,0.968887,0.968887,0.002269,1.009225,4,32,1,1,1,4,7.222324,7.224262,0,0,0,0.000000,0,,,,0.038759,4,0.961241,0.306971,0.654271,14.792,0.963732,17.225,640.262,689.416
5578,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05579.jpg,0.977479,1,1,1,1,1,1,1,1.934373,0.977479,0.956894,92,0.976619,0.976619,0.001370,1.020160,4,32,1,1,1,4,6.497091,6.498965,0,0,0,0.000000,0,,,,0.037478,4,0.962522,0.308725,0.653797,13.605,0.960326,13.844,571.185,615.357
5579,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05580.jpg,0.969688,1,1,1,1,1,1,1,1.925076,0.969688,0.955388,93,0.969448,0.969448,0.002273,1.004756,4,32,1,1,1,4,6.161073,6.162918,0,0,0,0.000000,0,,,,0.036890,4,0.963110,0.312416,0.650694,13.871,0.948430,13.936,429.369,474.295
5580,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05581.jpg,0.962577,1,1,1,1,1,1,1,1.867105,0.962577,0.904528,94,0.949075,0.949075,0.002963,1.048908,4,32,1,1,1,4,5.745844,5.747739,0,0,0,0.000000,0,,,,0.037902,4,0.962098,0.304691,0.657408,14.209,0.940310,13.667,529.055,573.043
5581,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05582.jpg,0.970815,1,1,1,1,1,1,1,1.906982,0.970815,0.936168,95,0.963899,0.963899,0.002572,1.024175,4,32,1,1,1,4,5.849134,5.851099,0,0,0,0.000000,0,,,,0.039307,4,0.960693,0.301041,0.659652,13.863,0.948579,13.818,677.579,723.132
5582,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05583.jpg,0.970771,1,1,1,1,1,1,1,1.970752,0.970771,0.999981,96,0.999991,0.999991,0.000001,1.000009,4,32,1,1,1,4,5.554255,5.556246,0,0,0,0.000000,0,,,,0.039824,4,0.960176,0.292438,0.667738,13.421,0.947952,13.736,483.540,527.471
5583,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05584.jpg,0.973182,1,1,1,1,1,1,1,1.887963,0.973182,0.914780,97,0.952472,0.952472,0.002768,1.039142,4,32,1,1,1,4,5.549773,5.551750,0,0,0,0.000000,0,,,,0.039529,4,0.960471,0.289177,0.671294,14.444,0.952740,13.018,428.934,474.490
5584,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05585.jpg,0.973287,1,1,1,1,1,1,1,1.959595,0.973287,0.986308,98,0.989839,0.989839,0.000457,1.001932,4,32,1,1,1,4,5.780581,5.782560,0,0,0,0.000000,0,,,,0.039595,4,0.960405,0.288371,0.672035,13.296,0.951611,13.628,467.540,510.477
5585,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05586.jpg,0.973390,1,1,1,1,1,1,1,1.946603,0.973390,0.973213,99,0.985893,0.985893,0.001024,1.011672,4,32,1,1,1,4,5.928225,5.930321,0,0,0,0.000000,0,,,,0.041923,4,0.958077,0.276300,0.681777,13.359,0.950957,13.814,506.200,550.781
5586,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05587.jpg,0.975141,1,1,1,1,1,1,1,1.868041,0.975141,0.892900,100,0.936776,0.936776,0.002268,1.053854,4,32,1,1,1,4,5.685403,5.687405,0,0,0,0.000000,0,,,,0.040039,4,0.959961,0.280432,0.679529,13.367,0.954352,13.629,613.872,659.505
5587,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05588.jpg,0.975133,1,1,1,1,1,1,1,1.975081,0.975133,0.999948,101,0.999964,0.999964,0.000001,1.000014,4,32,1,1,1,4,5.917010,5.919174,0,0,0,0.000000,0,,,,0.043282,4,0.956718,0.269051,0.687668,13.326,0.953996,13.805,681.963,724.937
5588,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05589.jpg,0.970319,1,1,1,1,1,1,1,1.935780,0.970319,0.965460,102,0.980808,0.980808,0.001091,1.015374,4,32,1,1,1,4,5.810441,5.812581,0,0,0,0.000000,0,,,,0.042793,4,0.957207,0.267814,0.689393,13.567,0.947650,13.738,727.639,772.640
5589,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05590.jpg,0.972870,1,1,1,1,1,1,1,1.905669,0.972870,0.932799,103,0.955442,0.955442,0.002778,1.014918,4,32,1,1,1,4,5.845971,5.848164,0,0,0,0.000000,0,,,,0.043862,4,0.956138,0.260281,0.695857,13.385,0.949928,13.629,470.748,513.891
5590,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05591.jpg,0.970174,1,1,1,1,1,1,1,1.910288,0.970174,0.940114,104,0.962272,0.962272,0.002308,1.017430,4,32,1,1,1,4,5.898322,5.900656,0,0,0,0.000000,0,,,,0.046679,4,0.953321,0.245757,0.707564,13.617,0.945248,14.728,666.661,713.095
5591,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05592.jpg,0.976059,1,1,1,1,1,1,1,1.944247,0.976059,0.968188,105,0.980343,0.980343,0.001183,1.009784,4,32,1,1,1,4,5.892193,5.894574,0,0,0,0.000000,0,,,,0.047615,4,0.952385,0.240777,0.711607,13.637,0.953059,13.743,674.896,719.462
5592,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05593.jpg,0.968529,1,1,1,1,1,1,1,1.933551,0.968529,0.965022,106,0.981253,0.981253,0.000771,1.019105,4,32,1,1,1,4,6.322937,6.325090,0,0,0,0.000000,0,,,,0.043065,4,0.956935,0.260085,0.696850,13.302,0.942709,14.225,740.954,784.925
5593,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05594.jpg,0.970053,1,1,1,1,1,1,1,1.946248,0.970053,0.976195,107,0.986237,0.986237,0.000495,1.011591,4,32,1,1,1,4,5.713466,5.715720,0,0,0,0.000000,0,,,,0.045084,4,0.954916,0.250662,0.704255,13.535,0.946052,13.932,612.184,657.690
5594,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05595.jpg,0.974291,1,1,1,1,1,1,1,1.939504,0.974291,0.965214,108,0.980329,0.980329,0.000792,1.017259,4,32,1,1,1,4,6.143508,6.145794,0,0,0,0.000000,0,,,,0.045723,4,0.954277,0.249324,0.704953,13.238,0.952117,13.310,550.740,593.530
5595,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05596.jpg,0.969822,1,1,1,1,1,1,1,1.923841,0.969822,0.954019,109,0.973261,0.973261,0.001511,1.018464,4,32,1,1,1,4,5.244459,5.246796,0,0,0,0.000000,0,,,,0.046742,4,0.953258,0.248387,0.704871,13.248,0.945989,13.583,684.753,727.585
5596,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05597.jpg,0.974073,1,1,1,1,1,1,1,1.936007,0.974073,0.961934,110,0.976809,0.976809,0.001317,1.013051,4,32,1,1,1,4,5.191849,5.194227,0,0,0,0.000000,0,,,,0.047557,4,0.952443,0.245892,0.706551,13.469,0.952640,13.619,613.158,657.808
5597,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05598.jpg,0.970322,1,1,1,1,1,1,1,1.942066,0.970322,0.971744,111,0.984185,0.984185,0.000995,1.011559,4,32,1,1,1,4,5.191851,5.194185,0,0,0,0.000000,0,,,,0.046679,4,0.953321,0.252946,0.700374,13.473,0.947751,13.457,684.264,727.301
5598,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05599.jpg,0.958324,1,1,1,1,1,1,1,1.856817,0.958324,0.898493,112,0.939237,0.939237,0.003624,1.038586,4,32,1,1,1,4,5.446886,5.449148,0,0,0,0.000000,0,,,,0.045252,4,0.954748,0.263020,0.691728,13.459,0.929986,14.359,737.353,781.421
5599,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05600.jpg,0.950838,1,1,1,1,1,1,1,1.907291,0.950838,0.956453,113,0.966998,0.966998,0.001798,1.002900,4,32,1,1,1,4,5.796200,5.798328,0,0,0,0.000000,0,,,,0.042560,4,0.957440,0.275960,0.681480,13.341,0.918049,13.555,564.659,607.731
5600,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05601.jpg,0.950143,1,1,1,1,1,1,1,1.904052,0.950143,0.953910,114,0.972508,0.972508,0.001483,1.017698,4,32,1,1,1,4,6.460674,6.462655,0,0,0,0.000000,0,,,,0.039628,4,0.960372,0.297570,0.662802,12.981,0.917641,13.611,769.125,811.635
5601,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05602.jpg,0.945641,1,1,1,1,1,1,1,1.920191,0.945641,0.974550,115,0.983254,0.983254,0.000900,1.006556,4,32,1,1,1,4,6.260848,6.262785,0,0,0,0.000000,0,,,,0.038734,4,0.961266,0.299583,0.661683,13.359,0.911853,14.702,863.125,907.324
5602,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05603.jpg,0.950185,1,1,1,1,1,1,1,1.917757,0.950185,0.967573,116,0.980071,0.980071,0.001019,1.011544,4,32,1,1,1,4,6.364985,6.366893,0,0,0,0.000000,0,,,,0.038152,4,0.961848,0.301723,0.660124,14.349,0.916114,13.673,468.723,515.955
5603,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05604.jpg,0.950157,1,1,1,1,1,1,1,1.950060,0.950157,0.999904,117,0.999951,0.999951,0.000003,1.000047,4,32,1,1,1,4,6.326900,6.328967,0,0,0,0.000000,0,,,,0.041351,4,0.958649,0.283719,0.674930,13.970,0.915757,13.668,482.908,527.226
5604,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05605.jpg,0.932731,1,1,1,1,1,1,1,1.896168,0.932731,0.963438,118,0.976868,0.976868,0.001347,1.010589,4,32,1,1,1,4,6.262820,6.264943,0,0,0,0.000000,0,,,,0.042453,4,0.957547,0.276493,0.681054,13.207,0.896199,16.414,532.134,579.277
5605,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05606.jpg,0.933099,1,1,1,1,1,1,1,1.906186,0.933099,0.973087,119,0.982149,0.982149,0.000945,1.006786,4,32,1,1,1,4,6.522793,6.524876,0,0,0,0.000000,0,,,,0.041661,4,0.958339,0.284550,0.673789,14.102,0.897631,13.479,496.928,540.777
5606,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05607.jpg,0.926692,1,1,1,1,1,1,1,1.882055,0.926692,0.955363,120,0.975424,0.975424,0.001165,1.022240,4,32,1,1,1,4,6.052421,6.054425,0,0,0,0.000000,0,,,,0.040094,4,0.959906,0.295391,0.664515,13.200,0.892025,13.598,466.660,511.640
5607,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05608.jpg,0.928230,1,1,1,1,1,1,1,1.901285,0.928230,0.973054,121,0.982641,0.982641,0.000935,1.007661,4,32,1,1,1,4,6.048538,6.050644,0,0,0,0.000000,0,,,,0.042128,4,0.957872,0.297155,0.660717,13.332,0.893552,13.318,631.176,675.528
5608,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05609.jpg,0.927929,1,1,1,1,1,1,1,1.882854,0.927929,0.954926,122,0.968473,0.968473,0.001622,1.008892,4,32,1,1,1,4,5.752902,5.754994,0,0,0,0.000000,0,,,,0.041838,4,0.958162,0.293486,0.664677,13.185,0.894184,13.895,244.145,287.193
5609,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05610.jpg,0.890592,1,1,1,1,1,1,1,1.865427,0.890592,0.974835,123,0.983615,0.983615,0.000839,1.007130,4,32,1,1,1,4,6.243112,6.245224,0,0,0,0.000000,0,,,,0.042255,4,0.957745,0.314810,0.642935,14.724,0.851319,13.744,528.041,574.242
5610,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05611.jpg,0.914668,1,1,1,1,1,1,1,1.873284,0.914668,0.958615,124,0.977900,0.977900,0.000992,1.022255,4,32,1,1,1,4,5.899124,5.901409,0,0,0,0.000000,0,,,,0.045686,4,0.954314,0.287487,0.666827,13.009,0.880990,13.601,388.217,432.565
5611,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05612.jpg,0.910235,1,1,1,1,1,1,1,1.899895,0.910235,0.989659,125,0.993997,0.993997,0.000148,1.005444,4,32,1,1,1,4,5.840925,5.843179,0,0,0,0.000000,0,,,,0.045086,4,0.954914,0.292405,0.662510,13.542,0.877994,14.024,475.908,521.154
5612,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05613.jpg,0.893964,1,1,1,1,1,1,1,1.833567,0.893964,0.939603,126,0.965137,0.965137,0.002301,1.022686,4,32,1,1,1,4,5.730038,5.732311,0,0,0,0.000000,0,,,,0.045459,4,0.954541,0.288390,0.666150,13.325,0.856992,13.530,386.122,430.261
5613,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05614.jpg,0.908486,1,1,1,1,1,1,1,1.863072,0.908486,0.954586,127,0.964323,0.964323,0.001906,1.000863,4,32,1,1,1,4,5.910252,5.912612,0,0,0,0.000000,0,,,,0.047208,4,0.952792,0.290370,0.662422,13.922,0.873455,13.481,540.932,584.419
5614,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05615.jpg,0.908464,1,1,1,1,1,1,1,1.908407,0.908464,0.999944,128,0.999967,0.999967,0.000003,1.000015,4,32,1,1,1,4,5.540953,5.543090,0,0,0,0.000000,0,,,,0.042745,4,0.957255,0.302086,0.655169,13.184,0.874047,13.345,486.629,531.290
5615,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05616.jpg,0.887940,1,1,1,1,1,1,1,1.838268,0.887940,0.950328,129,0.972783,0.972783,0.000917,1.027872,4,32,1,1,1,4,5.414633,5.416706,0,0,0,0.000000,0,,,,0.041463,4,0.958537,0.313967,0.644570,13.159,0.854245,14.077,594.648,638.021
5616,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05617.jpg,0.884644,1,1,1,1,1,1,1,1.808487,0.884644,0.923842,130,0.956537,0.956537,0.002094,1.035941,4,32,1,1,1,4,5.634343,5.636486,0,0,0,0.000000,0,,,,0.042860,4,0.957140,0.302735,0.654405,13.930,0.848680,13.850,565.561,611.649
5617,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05618.jpg,0.876625,1,1,1,1,1,1,1,1.831217,0.876625,0.954592,131,0.972767,0.972767,0.001549,1.016536,4,32,1,1,1,4,5.479434,5.481482,0,0,0,0.000000,0,,,,0.040962,4,0.959038,0.300467,0.658571,14.145,0.845309,13.397,440.103,485.144
5618,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05619.jpg,0.865013,1,1,1,1,1,1,1,1.841792,0.865013,0.976778,132,0.983188,0.983188,0.000893,1.003094,4,32,1,1,1,4,5.692433,5.694415,0,0,0,0.000000,0,,,,0.039636,4,0.960364,0.306313,0.654051,13.944,0.837331,13.126,300.443,346.251
5619,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05620.jpg,0.881767,1,1,1,1,1,1,1,1.826533,0.881767,0.944766,133,0.968086,0.968086,0.001166,1.027549,4,32,1,1,1,4,6.212677,6.214999,0,0,0,0.000000,0,,,,0.046439,4,0.953561,0.305113,0.648448,13.031,0.856344,13.650,916.236,960.234
5620,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05621.jpg,0.859189,1,1,1,1,1,1,1,1.397217,0.859189,0.538028,134,0.735438,0.735438,0.017012,1.300616,4,32,1,1,1,4,6.752895,6.755009,0,0,0,0.000000,0,,,,0.042273,4,0.957727,0.324868,0.632859,13.116,0.833006,13.321,786.490,828.916
5621,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05622.jpg,0.859204,1,1,1,1,1,1,1,1.858523,0.859204,0.999319,135,0.999647,0.999647,0.000022,1.000326,4,32,1,1,1,4,10.193239,10.195212,0,0,0,0.000000,0,,,,0.039461,4,0.960539,0.337114,0.623425,14.306,0.834475,13.374,563.045,608.000
5622,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05623.jpg,0.847136,1,1,1,1,1,1,1,1.462842,0.847136,0.615706,136,0.790108,0.790108,0.010605,1.265649,4,32,1,1,1,4,9.799685,9.801634,0,0,0,0.000000,0,,,,0.038982,4,0.961018,0.336673,0.624344,13.198,0.826352,14.831,706.343,753.061
5623,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05624.jpg,0.848361,1,1,1,1,1,1,1,1.805371,0.848361,0.957010,137,0.966291,0.966291,0.001464,1.003456,4,32,1,1,1,4,8.524081,8.525914,0,0,0,0.000000,0,,,,0.036651,4,0.963349,0.345018,0.618331,13.051,0.834140,16.758,438.322,484.389
5624,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05625.jpg,0.835960,1,1,1,1,1,1,1,1.797020,0.835960,0.961059,138,0.974428,0.974428,0.001394,1.010193,4,32,1,1,1,4,7.696605,7.698553,0,0,0,0.000000,0,,,,0.038955,4,0.961045,0.333234,0.627811,14.178,0.826030,13.343,539.185,583.477
5625,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05626.jpg,0.840199,1,1,1,1,1,1,1,1.244566,0.840199,0.404367,139,0.666002,0.666002,0.025216,1.457875,4,32,1,1,1,4,11.019778,11.021705,0,0,0,0.000000,0,,,,0.038534,4,0.961466,0.349607,0.611859,13.299,0.811859,13.171,313.055,357.827
5626,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05627.jpg,0.846908,1,1,1,1,1,1,1,1.527473,0.846908,0.680565,140,0.820450,0.820450,0.012943,1.169652,4,32,1,1,1,4,10.496577,10.498734,0,0,0,0.000000,0,,,,0.043125,4,0.956875,0.364129,0.592746,12.941,0.834707,13.267,434.768,476.784
5627,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05628.jpg,0.793867,0,0,0,1,0,1,1,1.358327,0.793867,0.564460,0,,,0.014966,1.291664,4,32,1,1,1,4,10.081651,10.083908,0,0,0,0.000000,0,,,,0.045140,4,0.954860,0.378133,0.576728,12.936,0.787094,13.350,304.340,346.499
5628,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05629.jpg,0.793944,0,0,0,1,0,1,1,1.793739,0.793944,0.999795,0,,,0.000003,1.000070,4,32,1,1,1,4,10.864044,10.865937,0,0,0,0.000000,0,,,,0.037866,4,0.962134,0.366566,0.595568,12.833,0.788504,13.481,435.570,480.733
5629,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05630.jpg,0.536289,0,0,0,1,0,1,1,1.349749,0.536289,0.813460,0,,,0.006677,1.078624,4,32,1,1,1,4,12.467994,12.469911,0,0,0,0.000000,0,,,,0.038332,4,0.961668,0.359993,0.601675,13.435,0.409401,13.064,493.548,536.439
5630,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05631.jpg,0.673993,0,0,0,1,0,1,1,1.101446,0.673993,0.427453,0,,,0.024270,1.425669,4,32,1,1,1,4,12.295056,12.297014,0,0,0,0.000000,0,,,,0.039166,4,0.960834,0.365627,0.595206,13.225,0.630120,14.198,656.934,701.144
5631,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05632.jpg,0.635208,0,0,0,1,0,1,1,0.938766,0.635208,0.303558,0,,,0.030070,1.613788,4,32,1,1,1,4,11.676111,11.678026,0,0,0,0.000000,0,,,,0.038299,4,0.961701,0.346357,0.615344,13.735,0.610272,12.897,679.942,725.348
5632,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05633.jpg,0.775093,0,0,0,1,0,1,1,1.723278,0.775093,0.948184,0,,,0.000639,1.025121,4,32,1,1,1,4,11.498938,11.500863,0,0,0,0.000000,0,,,,0.038515,4,0.961485,0.350211,0.611274,12.778,0.764213,13.032,678.496,720.649
5633,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05634.jpg,0.806852,0,0,1,1,0,1,1,1.670605,0.806852,0.863752,1,0.923413,,0.003642,1.070886,4,32,1,1,1,4,12.014787,12.016604,0,0,0,0.000000,0,,,,0.036359,4,0.963641,0.356933,0.606708,12.996,0.798574,12.793,520.802,561.822
5634,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05635.jpg,0.816648,1,1,1,1,1,1,1,1.701581,0.816648,0.884933,2,0.924356,0.924356,0.003637,1.037377,4,32,1,1,1,4,13.246881,13.248999,0,0,0,0.000000,0,,,,0.042340,4,0.957660,0.382787,0.574873,12.730,0.779489,12.962,652.147,695.737
5635,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05636.jpg,0.857116,1,1,1,1,1,1,1,1.790511,0.857116,0.933394,3,0.964081,0.964081,0.001613,1.035938,4,32,1,1,1,4,11.607968,11.610147,0,0,0,0.000000,0,,,,0.043573,4,0.956427,0.363828,0.592599,12.970,0.836379,12.805,758.518,801.066
5636,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05637.jpg,0.850702,1,1,1,1,1,1,1,1.804902,0.850702,0.954200,4,0.975259,0.975259,0.001030,1.024795,4,32,1,1,1,4,14.576722,14.579610,0,0,0,0.000000,0,,,,0.057750,4,0.942250,0.350876,0.591374,12.577,0.817448,17.006,360.213,405.784
5637,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05638.jpg,0.828048,1,1,1,1,1,1,1,1.785990,0.828048,0.957942,5,0.978889,0.978889,0.001755,1.019102,4,32,1,1,1,4,7.106174,7.108823,0,0,0,0.000000,0,,,,0.052978,4,0.947022,0.334156,0.612867,12.468,0.815704,13.350,595.473,639.524
5638,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05639.jpg,0.868326,1,1,1,1,1,1,1,1.828005,0.868326,0.959679,6,0.970382,0.970382,0.001897,1.002339,4,32,1,1,1,4,5.710459,5.712836,0,0,0,0.000000,0,,,,0.047536,4,0.952464,0.316224,0.636239,13.890,0.846133,14.079,277.561,322.506
5639,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05640.jpg,0.857486,1,1,1,1,1,1,1,1.831826,0.857486,0.974341,7,0.986255,0.986255,0.000617,1.013537,4,32,1,1,1,4,6.146010,6.148487,0,0,0,0.000000,0,,,,0.049534,4,0.950466,0.319536,0.630930,12.839,0.839091,12.934,674.459,719.046
5640,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05641.jpg,0.857453,1,1,1,1,1,1,1,1.857378,0.857453,0.999925,8,0.999960,0.999960,0.000004,1.000024,4,32,1,1,1,4,5.614428,5.616761,0,0,0,0.000000,0,,,,0.046663,4,0.953337,0.314377,0.638960,12.848,0.840592,12.993,576.523,619.465
